,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank(2020),Closing Rank(2020),Opening Rank(2021),Closing Rank(2021),Opening Rank(2022),Closing Rank(2022),Opening Rank(2023),Closing Rank(2023),Opening Rank(2024),Closing Rank(2024),opening Rank(2025),closing Rank
1963,National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OS,EWS,Gender-Neutral,152,201,178,186,205,209,159,173,357,357,234,243
1964,National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OS,EWS,Female-only (including Supernumerary),243,243,145,145,247,247,140,140,369,369,160,160
1965,National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Gender-Neutral,389,518,428,498,388,417,307,355,417,586,359,518
1966,National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Female-only (including Supernumerary),489,489,449,449,370,370,268,268,533,533,425,425
1967,National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OS,SC,Gender-Neutral,252,276,183,214,198,214,192,204,138,203,156,203
1968,National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OS,SC,Female-only (including Supernumerary),227,227,204,204,192,192,161,161,292,292,222,222
1969,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,23869,32313,8721,33505,27006,38255,25718,40822,35673,43793,29738,43997
1970,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),36318,45500,20579,47356,45154,51497,40252,50824,53789,62045,46704,62492
1971,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,752,752,228,228,121,121,499,499,1510,1510,2091,2091
1972,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,5307,5347,5150,5507,5547,5612,6517,6695,7036,7176,7167,7314
1973,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),7667,7667,7869,7869,7763,7763,8485,8485,10618,10618,10881,10881
1974,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,8101,9316,9330,10330,10587,11688,11490,12732,12617,14099,13622,15205
1975,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),12739,13893,13936,15792,15743,16988,17154,17365,19267,20034,19802,20642
1976,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,424,424,179,179,117,117,503,503,1016,1016,1354,1354
1977,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2943,5825,2121,5272,3742,6017,4387,6584,6403,7263,6254,7175
1978,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),6075,9048,8526,8779,6779,7577,8937,10257,7576,9955,7543,9990
1979,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,464,2717,1629,2858,1362,2777,3597,4245,3386,3864,3419,3924
1980,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),3028,3028,3138,3138,3634,3634,6789,6789,7871,7871,8232,8232
1981,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,22338,30634,20460,34680,34152,39843,29614,38702,10609,40309,11774,40557
1982,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),29955,39541,25384,42140,39013,46266,39600,43941,46156,49791,45031,50138
1983,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,546,546,1159,1159,1505,1505,1061,1061,1530,1530,1457,1457
1984,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5104,5180,5207,5400,5782,5854,6150,6402,6637,6959,6921,7451
1985,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),6838,6838,6531,6531,7738,7738,7168,7168,8232,8232,7903,7903
1986,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7649,8994,9567,10561,10864,11790,11669,12664,12363,13622,12927,14458
1987,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),13402,14497,16177,17410,14700,17053,17474,17523,18057,18906,18163,19335
1988,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,700,700,577,577,606,606,719,719,690,690,695,695
1989,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4279,4902,5072,5905,5444,6025,4575,5872,6054,6631,6135,6981
1990,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6785,6785,6899,7134,7051,8745,5532,8525,8445,8908,7997,8946
1991,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1322,1733,1745,1976,1597,1751,1697,2073,1766,1947,1728,2048
1992,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2248,2248,2243,2243,3021,3021,2543,2543,3382,3382,2911,2911
1993,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,5849,14085,2608,13449,1043,14246,10277,14911,8776,16284,9252,16181
1994,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),21132,28081,13664,21047,4940,23325,19270,23590,16772,26033,17583,25216
1995,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,161,456,381,463,369,369,301,301,407,407,366,399
1996,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Female-only (including Supernumerary),1014,1152,540,540,375,375,556,556,1240,1240,1504,1385
1997,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2243,2360,1830,2047,1954,2123,2260,2396,2504,2691,2491,2757
1998,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),4732,4828,3220,3584,3316,3478,3591,3591,4237,4237,3921,3947
1999,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS (PwD),Gender-Neutral,66,66,51,51,63,63,81,81,115,115,137,137
2000,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3044,4611,2952,4195,3312,4235,3568,4724,4429,5650,4739,5645
2001,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),8085,9821,5904,7720,6359,7108,6139,8768,7166,9711,6622,9481
2002,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,213,213,174,174,136,136,150,150,197,197,221,221
2003,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1167,3040,974,3212,834,2325,1906,3395,2255,3398,2300,3397
2004,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),3791,7571,3410,3654,2774,4149,3747,5849,4549,4875,4525,5363
2005,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,91,91,83,83,65,65,97,97,46,46,87,87
2006,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,401,1775,775,1110,539,1356,471,1826,1374,2411,1062,2392
2007,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),1606,1606,1863,1863,1761,2638,2942,3299,2449,4506,2609,5533
2008,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,8300,11401,10234,12661,7772,11770,8125,12496,8339,12205,8366,12159
2009,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),13512,17985,15701,18462,14417,18436,16377,19703,13868,19025,13603,18990
2010,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,254,433,350,397,284,292,280,386,343,381,300,382
2011,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1888,1972,1697,1826,1588,1705,1801,1887,1856,2023,1856,2051
2012,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),3089,3256,2963,2963,2654,2995,3154,3154,3259,3259,3239,3234
2013,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3203,4140,2716,4274,2918,3621,3329,4306,3444,4423,3412,4395
2014,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),7674,7962,6570,7823,6387,7537,6202,7769,7401,8489,6995,8478
2015,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,216,216,188,188,101,101,148,148,235,235,249,249
2016,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1827,2502,1856,2457,1528,1861,1747,2079,1807,2657,1786,2661
2017,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),3961,4516,3279,3651,1700,2387,3001,3348,2147,3214,2457,3248
2018,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,205,205,51,51,44,44,39,39,21,21,18,18
2019,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,903,1298,847,1122,432,653,831,1039,688,963,758,986
2020,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1098,1098,1633,1676,1524,1542,1192,1741,1683,1793,1500,1780
2021,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,20121,26094,21946,25958,21657,26485,21730,26230,24670,28839,25016,28808
2022,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),37154,41697,6284,34027,37621,38210,36250,38037,32224,42380,34838,41403
2023,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,128,128,923,923,636,636,891,891,1048,1048,951,951
2024,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4291,4464,3847,4027,3809,3916,4115,4435,4681,4982,4603,4956
2025,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),7013,7013,5609,5609,5543,5543,6067,6243,6957,6957,6656,6721
2026,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,6430,7269,6286,7526,6850,8231,6770,7754,7849,8555,7708,8542
2027,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),11279,12274,10241,11645,11587,11885,12901,13570,12623,13992,12667,13961
2028,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,405,405,386,386,334,334,437,437,450,450,447,447
2029,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4865,5542,4285,4899,3169,4746,4480,5074,5238,6139,5140,5932
2030,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),9264,9542,5560,6922,8027,8254,9350,9450,7493,8379,8396,8841
2031,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1950,2968,1153,2331,1241,2733,3266,3630,3244,3448,3246,3497
2032,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),1958,1958,3180,3180,3051,3051,4229,4229,6131,6131,7452,7452
2033,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,10124,21076,10295,22989,14632,24411,16359,23147,18844,23590,19188,23665
2034,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),27547,29759,27895,30072,25662,31112,28671,30869,29947,36013,29957,36064
2035,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1226,1226,1031,1031,924,924,743,743,953,953,939,939
2036,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3437,3611,3330,3525,3461,3595,3541,3666,3693,3950,3706,4037
2037,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),4976,4976,5155,5155,4824,4824,4845,4845,6160,6160,6268,6268
2038,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5366,6924,6935,7777,6609,8103,6713,7530,6599,7715,6552,7783
2039,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),11468,12952,13037,13084,11852,12792,11618,12484,12386,13534,12538,13548
2040,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,671,671,385,385,447,447,288,288,698,698,375,375
2041,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3707,4277,1962,4466,3898,4013,3190,4080,2863,4740,3096,4780
2042,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6486,7138,5593,5948,4738,5547,5842,5893,6515,6792,6395,6535
